Contour Area,Mean,Blinking,Emotion,Music
,,,,
335,36.470936,1,1,3
,,,,
304,37.237087,0,1,3
,,,,
399,37.19659,1,1,3
,,,,
399,38.47374,0,1,3
,,,,
335,37.7745,0,1,3
,,,,
335,38.402763,1,1,3
,,,,
335,37.730247,0,1,3
,,,,
399,37.136353,1,1,3
,,,,
304,36.55501,0,1,3
,,,,
338.5,35.963306,1,1,3
,,,,
335,35.39166,0,1,3
,,,,
304,34.818466,0,1,3
,,,,
335,34.280457,1,1,3
,,,,
335,33.75036,0,1,3
,,,,
304,33.237087,0,1,3
,,,,
335,32.717754,1,1,3
,,,,
335,32.236164,1,1,3
,,,,
304,31.79319,1,1,3
,,,,
335,31.944235,0,1,3
,,,,
335,32.50607,0,1,3
,,,,
317,32.0932,1,1,3
,,,,
335,31.67268,0,1,3
,,,,
304,31.263834,0,1,3
,,,,
312,31.43985,0,1,3
,,,,
304,30.651958,0,5,3
,,,,
368,29.925055,1,5,3
,,,,
335,29.22988,0,5,3
,,,,
343,28.565737,0,5,3
,,,,
370,28.765171,1,5,3
,,,,
374,28.453064,1,1,3
,,,,
306,28.157099,0,1,3
,,,,
304,27.895353,0,1,3
,,,,
304,27.895353,0,1,3
,,,,
335,27.81822,0,1,3
,,,,
304,28.351227,0,1,3
,,,,
304,28.351227,0,1,3
,,,,
335,28.351227,0,1,3
,,,,
368,28.351227,0,1,3
,,,,
335,28.351227,1,1,3
,,,,
368,28.351227,0,1,3
,,,,
399,28.351227,1,1,3
,,,,
335,28.351227,0,1,3
,,,,
335,28.05393,0,1,3
,,,,
310,27.77378,0,1,3
,,,,
310,27.488955,1,1,3
,,,,
399,27.223135,0,1,3
,,,,
337,26.962852,0,1,3
,,,,
368,26.684885,0,5,3
,,,,
304,26.90187,1,5,3
,,,,
399,26.405302,0,5,3
,,,,
399,25.90631,0,1,3
,,,,
304,26.351915,1,1,3
,,,,
335,26.114414,1,1,3
,,,,
306,25.886919,1,1,3
,,,,
335,25.644985,0,1,3
,,,,
380,25.416792,1,1,3
,,,,
335,25.624535,1,5,3
,,,,
335,26.045387,0,5,3
,,,,
337,26.209848,0,5,3
,,,,
304,26.57183,1,1,3
,,,,
304,26.399103,0,1,3
,,,,
304,26.198788,1,5,3
,,,,
399,25.974867,0,1,3
,,,,
304,25.75474,0,1,3
,,,,
335,26.02103,0,1,3
,,,,
368,25.817608,1,5,3
,,,,
306,25.617466,1,5,3
,,,,
370,25.39413,1,5,3
,,,,
304,26.062057,0,5,3
,,,,
335,26.726336,0,5,3
,,,,
335,27.060541,1,5,3
,,,,
304,27.175213,1,5,3
,,,,
304,27.791742,0,1,3
,,,,
304,27.600601,0,1,3
,,,,
310,27.908146,1,1,3
,,,,
335,27.715944,0,1,3
,,,,
333.5,27.52647,1,1,3
,,,,
335,27.52647,0,1,3
,,,,
306,27.52647,0,1,3
,,,,
384,27.52647,0,1,3
,,,,
368,27.34258,0,1,3
,,,,
335,27.471498,0,1,3
,,,,
338,28.07574,1,1,3
,,,,
335,27.905157,1,1,3
,,,,
338,28.248852,0,1,3
,,,,
335,28.108124,0,1,3
,,,,
314,27.994371,0,1,3
,,,,
399,27.881826,0,1,3
,,,,
304,27.949816,0,1,3
,,,,
399,28.241282,0,1,3
,,,,
380,28.241282,0,1,3
,,,,
378,28.1056,1,1,3
,,,,
331.5,28.021803,0,1,3
,,,,
306,27.901001,0,1,3
,,,,
306,27.756058,0,1,3
,,,,
399,27.58778,0,1,3
,,,,
335,27.427856,1,1,3
,,,,
368,27.427856,1,1,3
,,,,
340.5,27.427856,1,1,3
,,,,
337,27.427856,0,1,3
,,,,
312,27.282341,0,1,3
,,,,
335,27.282341,1,1,3
,,,,
399,27.282341,1,1,3
,,,,
312,27.282341,1,1,3
,,,,
368,27.163315,1,1,3
,,,,
399,27.163315,0,1,3
,,,,
335,27.163315,1,1,3
,,,,
304,27.033478,0,1,3
,,,,
304,27.033478,1,1,3
,,,,
399,26.890625,1,1,3
,,,,
335,26.741201,0,5,3
,,,,
399,26.847633,0,5,3
,,,,
399,27.094162,1,5,3
,,,,
304,27.206354,1,5,3
,,,,
335,27.3955,0,5,3
,,,,
317,27.861116,1,5,3
,,,,
399,nan,0,1,3
,,,,
304,nan,0,1,3
,,,,
387,1.9142135,0,1,3
,,,,
304,3.5066166,1,1,3
,,,,
348,3.5066166,0,1,3
,,,,
323,17.870485,0,1,3
,,,,
304,17.870485,1,1,3
,,,,
368,15.579255,1,1,3
,,,,
304,15.579255,0,1,3
,,,,
399,15.579255,1,1,3
,,,,
338,14.067933,1,1,3
,,,,
317,13.21083,0,1,3
,,,,
335,12.05723,0,1,3
,,,,
368,10.9929285,1,1,3
,,,,
399,10.122136,1,1,3
,,,,
335,9.3619585,0,1,3
,,,,
335,8.795653,1,1,3
,,,,
399,8.238821,1,1,3
,,,,
399,12.182362,1,1,3
,,,,
399,15.939823,1,1,3
,,,,
368,18.29636,0,1,3
,,,,
399,21.136871,0,1,3
,,,,
356,20.225592,0,1,3
,,,,
304,19.306246,1,5,3
,,,,
312,18.510323,1,5,3
,,,,
335,17.856909,1,1,3
,,,,
370,17.182632,0,5,3
,,,,
335,16.576155,0,5,3
,,,,
370,18.07939,0,1,3
,,,,
304,16.981966,0,1,3
,,,,
312,18.92556,0,1,3
,,,,
304,18.37833,1,1,3
,,,,
335,17.851715,1,1,3
,,,,
337,17.432709,0,1,3
,,,,
348,17.432709,1,1,3
,,,,
304,17.432709,1,1,3
,,,,
370,17.077488,1,1,3
,,,,
304,17.077488,0,1,3
,,,,
335,16.690956,1,1,3
,,,,
304,16.293903,0,1,3
,,,,
335,16.293903,1,1,3
,,,,
399,15.92396,1,1,3
,,,,
335,15.92396,0,1,3
,,,,
335,15.92396,1,1,3
,,,,
337,15.92396,1,1,3
,,,,
335,15.671621,1,1,3
,,,,
337,15.354831,1,1,3
,,,,
335,15.029103,0,1,3
,,,,
368,14.704939,1,1,3
,,,,
335,14.362964,0,1,3
,,,,
383,14.087353,1,1,3
,,,,
306,13.796522,0,1,3
,,,,
334,13.527341,1,1,3
,,,,
370,13.260802,0,5,3
,,,,
335,13.00537,1,5,3
,,,,
335,14.071506,1,1,3
,,,,
335,15.309974,0,5,3
,,,,
310,15.054012,0,5,3
,,,,
335,13.984978,1,5,3
,,,,
335,13.588478,0,1,3
,,,,
304,13.4120035,1,1,3
,,,,
335,13.275724,1,1,3
,,,,
335,13.275724,0,1,3
,,,,
337,13.275724,0,1,3
,,,,
317.5,13.275724,0,1,3
,,,,
306,13.275724,1,1,3
,,,,
335,13.275724,0,1,3
,,,,
368,13.077729,0,1,3
,,,,
337,13.077729,1,1,3
,,,,
337,13.077729,0,1,3
,,,,
337,12.951083,1,1,3
,,,,
337,12.832867,0,1,3
,,,,
399,12.733948,1,1,3
,,,,
399,12.733948,0,1,3
,,,,
335,12.638026,1,1,3
,,,,
399,12.47925,1,1,3
,,,,
335,12.325143,0,1,3
,,,,
368,12.220416,0,1,3
,,,,
304,12.077784,1,1,3
,,,,
320,12.077784,1,1,3
,,,,
337,12.077784,1,1,3
,,,,
399,12.077784,0,1,3
,,,,
306,12.077784,0,1,3
,,,,
382.5,11.947511,0,1,3
,,,,
343,11.812629,1,1,3
,,,,
317,11.689558,1,1,3
,,,,
337,11.689558,0,1,3
,,,,
313.5,11.689558,0,1,3
,,,,
317.5,11.558618,0,3,3
,,,,
314,12.1023035,1,1,3
,,,,
399,12.715317,0,3,3
,,,,
399,12.715317,0,1,3
,,,,
335,12.464366,1,1,3
,,,,
335,12.464366,1,1,3
,,,,
335,12.321062,1,1,3
,,,,
335,12.207991,0,1,3
,,,,
335,12.083503,0,1,3
,,,,
399,11.998159,1,1,3
,,,,
304,11.998159,1,1,3
,,,,
399,11.64184,1,5,3
,,,,
399,11.64184,0,5,3
,,,,
304,11.64184,0,3,3
,,,,
306,11.64184,1,3,3
,,,,
335,11.64184,0,3,3
,,,,
335,11.735752,0,3,3
,,,,
335,11.683132,0,5,3
,,,,
306,11.803884,0,5,3
,,,,
342.5,11.807292,1,5,3
,,,,
387.5,12.860307,1,5,3
,,,,
310,12.764286,1,5,3
,,,,
399,13.750983,0,5,3
,,,,
353.5,13.64917,0,5,3
,,,,
311.5,14.153566,1,1,3
,,,,
370,14.548682,1,1,3
,,,,
351,14.548682,1,1,3
,,,,
306,14.440161,1,1,3
,,,,
337,14.917618,0,1,3
,,,,
312,14.917618,1,1,3
,,,,
335,14.917618,1,1,3
,,,,
370,14.917618,1,1,3
,,,,
312,14.917618,0,1,3
,,,,
311.5,14.917618,1,1,3
,,,,
378,14.917618,1,1,3
,,,,
306,nan,1,1,3
,,,,
306,72.1734,0,1,3
,,,,
335,37.204735,0,1,3
,,,,
335,25.857248,1,1,3
,,,,
376,25.857248,1,1,3
,,,,
335,25.857248,0,1,3
,,,,
399,25.857248,0,1,3
,,,,
335,25.857248,0,1,3
,,,,
399,20.642937,0,1,3
,,,,
335,21.99544,1,1,3
,,,,
335,29.74934,1,1,3
,,,,
337,23.281208,1,1,3
,,,,
306,25.635971,1,1,3
,,,,
335,24.510448,1,1,3
,,,,
335,25.481241,0,1,3
,,,,
335,27.507357,0,5,3
,,,,
337,26.496506,1,1,3
,,,,
335,27.209713,1,1,3
,,,,
337,30.110252,1,1,3
,,,,
335,29.181114,0,1,3
,,,,
304,27.501217,1,1,3
,,,,
304,28.7092,0,1,3
,,,,
399,27.906406,0,5,3
,,,,
335,27.172968,0,5,3
,,,,
335,26.49673,0,5,3
,,,,
311.5,25.92615,0,5,3
,,,,
306,26.346573,1,5,3
,,,,
337,25.766748,0,5,3
,,,,
304,26.295668,0,1,3
,,,,
335,27.251343,1,5,3
,,,,
368,27.586481,1,5,3
,,,,
304,29.235937,0,5,3
,,,,
335,28.204332,0,5,3
,,,,
335,27.219654,0,5,3
,,,,
304,26.742933,0,5,3
,,,,
399,27.377699,1,5,3
,,,,
335,26.985107,1,5,3
,,,,
335,27.266891,0,5,3
,,,,
399,27.266891,0,1,3
,,,,
399,27.266891,1,1,3
,,,,
399,28.002214,1,1,3
,,,,
399,28.002214,1,1,3
,,,,
335,27.642878,1,1,3
,,,,
399,27.642878,1,1,3
,,,,
368,27.91574,1,1,3
,,,,
399,27.137346,1,1,3
,,,,
368,27.803637,1,1,3
,,,,
335,28.09481,0,1,3
,,,,
399,27.68764,0,1,3
,,,,
306,26.947542,1,1,3
,,,,
335,28.20774,0,1,3
,,,,
335,27.508867,1,1,3
,,,,
399,27.17633,0,1,3
,,,,
335,27.762867,1,1,3
,,,,
335,28.014908,1,1,3
,,,,
337,28.570261,0,1,3
,,,,
399,28.245148,1,1,3
,,,,
399,28.487146,0,1,3
,,,,
335,28.174633,1,1,3
,,,,
304,28.756659,1,1,3
,,,,
368,28.906805,0,1,3
,,,,
310,29.390242,1,1,3
,,,,
399,29.075905,1,1,3
,,,,
310,28.7929,1,1,3
,,,,
335,28.991463,0,1,3
,,,,
335,29.440058,1,1,3
,,,,
335,29.15878,0,1,3
,,,,
399,28.866734,1,1,3
,,,,
399,29.092789,1,1,3
,,,,
335,28.81874,0,1,3
,,,,
337,29.248291,0,1,3
,,,,
306,29.428165,0,1,3
,,,,
335,28.906864,1,1,3
,,,,
335,28.906864,1,1,3
,,,,
399,28.906864,1,1,3
,,,,
399,29.264475,0,1,3
,,,,
335,29.264475,1,1,3
,,,,
399,29.004812,0,1,3
,,,,
376,28.750051,0,1,3
,,,,
335,28.502256,1,1,3
,,,,
335,28.266125,0,1,3
,,,,
335,28.4458,1,1,3
,,,,
304,28.4458,0,1,3
,,,,
335,28.4458,0,1,3
,,,,
368,28.84323,1,1,3
,,,,
335,28.613935,0,1,3
,,,,
337,28.40584,1,1,3
,,,,
337,28.218693,1,1,3
,,,,
304,27.9994,1,1,3
,,,,
399,27.775267,1,1,3
,,,,
335,27.554966,0,1,3
,,,,
399,27.706268,1,1,3
,,,,
368,28.062511,0,1,3
,,,,
399,27.849072,0,1,3
,,,,
399,27.632393,1,1,3
,,,,
335,27.78,0,1,3
,,,,
335,27.362858,0,1,3
,,,,
376,26.960592,0,1,3
,,,,
335,26.570707,0,1,3
,,,,
335,26.189547,1,1,3
,,,,
335,25.819765,0,1,3
,,,,
335,26.139996,0,1,3
,,,,
335,26.139996,0,1,3
,,,,
399,25.984554,0,1,3
,,,,
399,25.984554,0,1,3
,,,,
399,25.984554,1,1,3
,,,,
370,25.817966,1,1,3
,,,,
335,25.817966,1,1,3
,,,,
335,25.817966,0,1,3
,,,,
399,25.669905,1,1,3
,,,,
399,25.523972,1,1,3
,,,,
335,25.351757,0,1,3
,,,,
304,25.17905,1,1,3
,,,,
335,25.011692,1,1,3
,,,,
337,24.852423,0,1,3
,,,,
368,24.68678,0,1,3
,,,,
399,24.530321,0,1,3
,,,,
399,24.692812,1,1,3
,,,,
335,24.541079,0,1,3
,,,,
399,24.85094,1,1,3
,,,,
370,24.691933,1,1,3
,,,,
335,24.535034,0,1,3
,,,,
376,24.38833,1,1,3
,,,,
335,24.242002,1,1,3
,,,,
335,24.10512,0,5,3
,,,,
335,23.96403,1,1,3
,,,,
335,23.836843,0,1,3
,,,,
335,23.836843,1,3,3
,,,,
399,23.836843,1,1,3
,,,,
399,23.697756,1,3,3
,,,,
399,23.561922,0,5,3
,,,,
399,23.447603,0,1,3
,,,,
335,23.32082,1,1,3
,,,,
374,23.18218,0,1,3
,,,,
304,23.373152,0,1,3
,,,,
399,23.239254,0,1,3
,,,,
399,23.5308,1,1,3
,,,,
337,23.680073,0,1,3
,,,,
337,23.948238,1,1,3
,,,,
335,24.122742,0,1,3
,,,,
356.5,24.40471,0,1,3
,,,,
374,24.283785,1,1,3
,,,,
399,24.406834,1,1,3
,,,,
399,24.925158,1,1,3
,,,,
377,24.789988,1,1,3
,,,,
335,24.53108,1,1,3
,,,,
335,24.785627,1,1,3
,,,,
399,24.656504,1,1,3
,,,,
399,24.782896,1,1,3
,,,,
335,24.677475,1,1,3
,,,,
335,24.926304,1,1,3
,,,,
337,24.819174,1,1,3
,,,,
370,24.713188,1,1,3
,,,,
304,24.713188,0,1,3
,,,,
304,24.603012,1,1,3
,,,,
335,24.48871,1,1,3
,,,,
335,24.48871,1,1,3
,,,,
393.5,24.386137,0,1,3
,,,,
304,24.27327,1,1,3
,,,,
335,24.154211,0,1,3
,,,,
335,24.045443,0,1,3
,,,,
304,23.94275,1,1,3
,,,,
399,23.835352,1,1,3
,,,,
399,23.725153,0,5,3
,,,,
335,23.875193,1,5,3
,,,,
399,24.09873,1,5,3
,,,,
376,24.20929,1,5,3
,,,,
335,24.322247,1,5,3
,,,,
399,24.209953,0,5,3
,,,,
335,24.102762,1,5,3
,,,,
399,24.20666,1,5,3
,,,,
304,23.996416,0,5,3
,,,,
335,23.786263,0,5,3
,,,,
399,23.580053,0,5,3
,,,,
399,23.403704,1,5,3
,,,,
368,23.613554,1,5,3
,,,,
399,23.511255,0,5,3
,,,,
335,23.426794,0,1,3
,,,,
321,23.347599,1,1,3
,,,,
335,23.251638,0,1,3
,,,,
304,23.251638,0,1,3
,,,,
399,23.251638,1,1,3
,,,,
399,23.251638,1,1,3
,,,,
399,23.155478,1,1,3
,,,,
399,23.073696,0,1,3
,,,,
368,22.980251,1,1,3
,,,,
304,22.980251,0,1,3
,,,,
335,22.882126,0,1,3
,,,,
335,23.01937,1,1,3
,,,,
399,23.242552,0,1,3
,,,,
399,23.144997,1,1,3
,,,,
335,23.048292,0,1,3
,,,,
399,22.954233,0,1,3
,,,,
399,22.954233,0,1,3
,,,,
368,22.885473,1,1,3
,,,,
399,22.817308,1,1,3
,,,,
399,22.723673,0,1,3
,,,,
399,22.649576,0,1,3
,,,,
399,22.557451,1,1,3
,,,,
399,22.466106,0,1,3
,,,,
335,22.375532,1,1,3
,,,,
374,22.290913,1,1,3
,,,,
399,22.20183,0,1,3
,,,,
399,22.12182,0,1,3
,,,,
306,22.044989,0,1,3
,,,,
306,nan,1,3,3
,,,,
323,nan,0,3,3
,,,,
368,nan,0,3,3
,,,,
312,nan,1,1,3
,,,,
335,85.146935,0,1,3
,,,,
334,38.770298,1,1,3
,,,,
335,43.675648,1,1,3
,,,,
399,49.195026,1,1,3
,,,,
337,49.195026,1,1,3
,,,,
306,49.195026,0,1,3
,,,,
304,49.195026,1,1,3
,,,,
335,49.195026,0,1,3
,,,,
304,45.180744,1,1,3
,,,,
399,45.774372,1,1,3
,,,,
376,41.338356,1,1,3
,,,,
360,37.853054,1,1,3
,,,,
399,41.29514,0,1,3
,,,,
399,41.485817,1,1,3
,,,,
399,46.204094,0,1,3
,,,,
368,41.250088,1,1,3
,,,,
304,39.184296,0,1,3
,,,,
335,42.805378,1,1,3
,,,,
304,40.988247,0,1,3
,,,,
335,44.144978,1,1,3
,,,,
310,45.5084,1,1,3
,,,,
337,45.183086,0,1,3
,,,,
335,46.480064,0,1,3
,,,,
335,46.480064,1,1,3
,,,,
335,46.480064,0,1,3
,,,,
312,46.440205,1,1,3
,,,,
399,45.146152,0,1,3
,,,,
335,42.86908,0,1,3
,,,,
335,43.99946,1,1,3
,,,,
304,43.846634,1,1,3
,,,,
399,43.846634,0,1,3
,,,,
335,41.965748,1,1,3
,,,,
310,42.855217,1,1,3
,,,,
342.5,43.629436,1,1,3
,,,,
399,44.43828,0,1,3
,,,,
304,43.433464,0,1,3
,,,,
323,42.44664,0,1,3
,,,,
374,41.50467,1,1,3
,,,,
399,41.615658,0,1,3
,,,,
335,42.487827,1,1,3
,,,,
335,41.64925,1,1,3
,,,,
335,40.982937,1,1,3
,,,,
348,41.2318,0,1,3
,,,,
335,40.47734,0,1,3
,,,,
304,39.022892,1,1,3
,,,,
310,39.681374,1,1,3
,,,,
304,39.029255,0,1,3
,,,,
306,38.39716,0,1,3
,,,,
399,37.789665,0,1,3
,,,,
399,37.233906,1,1,3
,,,,
311.5,37.348217,0,1,3
,,,,
348,36.81233,0,1,3
,,,,
333,36.81233,1,1,3
,,,,
399,36.81233,0,1,3
,,,,
377,36.81233,0,1,3
,,,,
337,36.81233,0,1,3
,,,,
348,36.81233,1,1,3
,,,,
399,36.81233,1,1,3
,,,,
399,36.81233,1,1,3
,,,,
335,36.81233,0,1,3
,,,,
334,36.81233,0,1,3
,,,,
399,36.81233,0,1,3
,,,,
399,36.81233,1,1,3
,,,,
399,36.81233,0,1,3
,,,,
368,36.81233,0,1,3
,,,,
399,36.81233,1,1,3
,,,,
304,36.81233,1,1,3
,,,,
304,36.81233,0,1,3
,,,,
399,36.81233,0,1,3
,,,,
399,36.81233,0,1,3
,,,,
337,36.52454,1,1,3
,,,,
370,36.52454,1,1,3
,,,,
376,36.52454,1,1,3
,,,,
335,36.119934,0,1,3
,,,,
321,36.695824,0,1,3
,,,,
304,36.161255,0,1,3
,,,,
376,36.21052,1,3,3
,,,,
335,36.739227,0,5,3
,,,,
368,36.8337,1,1,3
,,,,
304,36.8337,0,1,3
,,,,
335,37.87266,1,1,3
,,,,
399,37.403603,1,1,3
,,,,
376,37.793034,0,1,3
,,,,
335,37.354603,0,1,3
,,,,
399,37.354603,1,1,3
,,,,
345,37.34155,1,1,3
,,,,
399,36.897175,0,1,3
,,,,
306,37.43299,0,1,3
,,,,
368,37.07039,1,1,3
,,,,
376,36.740868,1,1,3
,,,,
399,36.3834,0,1,3
,,,,
335,35.999348,0,1,3
,,,,
335,35.63582,0,1,3
,,,,
374,35.2447,0,1,3
,,,,
345,35.2447,1,1,3
,,,,
304,34.86258,0,1,3
,,,,
399,34.549137,1,1,3
,,,,
304,34.296246,0,1,3
,,,,
376,34.004757,1,1,3
,,,,
304,33.66583,1,1,3
,,,,
335,33.3242,1,1,3
,,,,
306,32.99629,1,1,3
,,,,
335,32.822037,0,1,3
,,,,
370,33.254932,0,1,3
,,,,
399,32.938416,1,1,3
,,,,
304,32.938416,1,1,3
,,,,
399,32.938416,1,1,3
,,,,
399,32.938416,1,1,3
,,,,
304,32.716816,1,1,3
,,,,
380,32.716816,0,1,3
,,,,
323,32.412006,0,1,3
,,,,
335,32.23994,1,1,3
,,,,
399,31.964283,1,1,3
,,,,
399,31.710564,1,1,3
,,,,
399,31.454683,1,1,3
,,,,
399,31.155115,1,1,3
,,,,
399,30.870632,1,1,3
,,,,
308,30.619505,0,1,3
,,,,
335,30.402761,1,1,3
,,,,
370,30.144352,1,1,3
,,,,
335,29.90309,1,1,3
,,,,
335,29.982876,0,1,3
,,,,
399,29.784935,0,1,3
,,,,
399,30.240711,1,1,3
,,,,
335,29.990047,0,1,3
,,,,
335,30.168016,1,1,3
,,,,
399,29.95473,1,1,3
,,,,
304,30.233686,0,1,3
,,,,
304,30.032427,0,1,3
,,,,
335,30.16481,0,1,3
,,,,
399,30.54511,0,1,3
,,,,
335,30.388943,1,1,3
,,,,
382,30.204073,1,1,3
,,,,
337,29.98023,1,1,3
,,,,
368,29.767788,1,1,3
,,,,
399,29.558666,0,1,3
,,,,
335,29.558666,0,1,3
,,,,
335,29.558666,1,1,3
,,,,
399,30.01609,1,1,3
,,,,
335,30.775574,0,1,3
,,,,
335,31.138168,0,1,3
,,,,
368,31.24053,1,1,3
,,,,
310,31.24053,1,1,3
,,,,
399,31.24053,0,1,3
,,,,
370,31.24053,0,1,3
,,,,
399,31.24053,0,1,3
,,,,
335,31.904362,1,1,3
,,,,
399,31.492704,0,1,3
,,,,
335,32.152363,0,1,3
,,,,
310,32.468956,1,1,3
,,,,
399,32.240303,1,1,3
,,,,
335,32.014847,0,1,3
,,,,
304,32.11944,0,1,3
,,,,
335,31.711256,1,1,3
,,,,
399,31.31403,0,1,3
,,,,
312,30.92733,0,1,3
,,,,
399,31.5204,1,1,3
,,,,
399,31.13949,0,1,3
,,,,
308,31.74299,1,1,3
,,,,
399,31.556236,1,1,3
,,,,
368,31.556236,0,1,3
,,,,
323,nan,0,1,3
,,,,
399,75.23962,1,1,3
,,,,
345,38.11981,0,1,3
,,,,
381,26.079872,1,1,3
,,,,
399,37.58766,1,1,3
,,,,
345,37.58766,0,1,3
,,,,
306,31.914038,1,1,3
,,,,
399,37.15965,1,1,3
,,,,
376,32.30288,0,1,3
,,,,
376,28.938166,1,1,3
,,,,
304,28.938166,0,1,3
,,,,
399,26.037085,0,1,3
,,,,
347,23.943277,0,1,3
,,,,
345,22.141443,1,1,3
,,,,
335,21.129656,0,1,3
,,,,
335,20.756514,1,1,3
,,,,
399,20.955135,1,1,3
,,,,
304,21.575827,0,1,3
,,,,
376,21.575827,0,1,3
,,,,
399,22.437046,1,1,3
,,,,
399,22.259367,1,1,3
,,,,
317,21.569893,1,1,3
,,,,
370,21.64973,1,1,3
,,,,
306,22.03864,0,1,3
,,,,
399,22.661957,0,1,3
,,,,
368,23.047543,0,1,3
,,,,
366,23.053947,0,1,3
,,,,
399,22.926697,0,1,3
,,,,
387.5,22.73074,1,1,3
,,,,
375.5,22.471865,0,1,3
,,,,
332,21.861795,0,1,3
,,,,
321,21.18816,1,1,3
,,,,
399,20.5063,0,1,3
,,,,
399,22.123722,1,1,3
,,,,
399,21.861668,0,1,3
,,,,
335,24.024986,0,1,3
,,,,
323,23.812998,0,1,3
,,,,
348,24.276297,1,1,3
,,,,
335,23.230476,1,1,3
,,,,
399,24.476418,1,1,3
,,,,
348,23.900099,1,1,3
,,,,
345,23.477596,0,1,3
,,,,
335,23.029339,0,1,3
,,,,
337,23.029339,0,1,3
,,,,
348,24.238737,1,1,3
,,,,
337,23.908766,0,1,3
,,,,
306,23.52609,1,1,3
,,,,
335,25.596138,1,1,3
,,,,
335,26.475164,0,1,3
,,,,
399,25.970184,0,1,3
,,,,
372.5,25.480997,0,1,3
,,,,
335,25.016098,1,1,3
,,,,
345,24.553316,0,1,3
,,,,
399,24.141949,1,1,3
,,,,
399,23.72863,0,1,3
,,,,
376.5,23.33062,0,1,3
,,,,
335,23.02142,1,1,3
,,,,
347,22.68175,0,1,3
,,,,
399,23.102089,0,1,3
,,,,
368,22.796951,1,1,3
,,,,
375.5,23.694586,1,1,3
,,,,
348,23.405869,1,1,3
,,,,
304,23.086508,1,1,3
,,,,
399,22.742504,1,1,3
,,,,
399,22.471298,1,1,3
,,,,
399,22.156355,1,1,3
,,,,
310,21.884935,1,1,3
,,,,
380,21.884935,1,3,3
,,,,
337,21.884935,0,1,3
,,,,
317.5,21.605492,0,1,3
,,,,
376.5,22.37132,0,1,3
,,,,
335,22.06565,0,1,3
,,,,
306,21.853458,1,1,3
,,,,
345,22.371264,0,1,3
,,,,
399,22.191103,0,1,3
,,,,
399,21.951658,0,1,3
,,,,
304,21.696682,0,1,3
,,,,
370,21.482056,1,1,3
,,,,
335,21.376337,1,1,3
,,,,
348,21.205643,1,1,3
,,,,
317,20.949875,1,1,3
,,,,
337,20.76706,0,1,3
,,,,
312,21.139212,0,1,3
,,,,
335,21.509287,0,1,3
,,,,
399,21.955877,0,1,3
,,,,
399,21.715006,0,1,3
,,,,
399,22.280169,0,1,3
,,,,
304,22.105204,1,1,3
,,,,
304,21.972902,1,1,3
,,,,
335,21.798285,0,1,3
,,,,
399,22.109798,0,1,3
,,,,
335,21.750635,0,1,3
,,,,
335,21.58016,1,1,3
,,,,
335,21.276077,0,1,3
,,,,
335,20.870556,0,1,3
,,,,
335,21.361498,0,1,3
,,,,
335,21.161875,0,1,3
,,,,
306,21.559092,1,1,3
,,,,
368,22.02592,1,1,3
,,,,
368,22.364815,0,1,3
,,,,
335,22.89208,1,1,3
,,,,
337,22.78298,0,1,3
,,,,
335,22.66677,1,1,3
,,,,
304,22.553104,0,1,3
,,,,
335,22.322477,0,1,3
,,,,
399,22.322477,0,1,3
,,,,
368,22.171394,0,1,3
,,,,
335,22.126682,1,1,3
,,,,
335,22.49382,1,1,3
,,,,
335,22.873262,0,1,3
312.0,nan,0,5,1
357.0,nan,0,5,1
338.0,nan,1,5,1
331.5,nan,0,5,1
317.5,nan,1,5,1
337.0,nan,1,5,1
312.0,nan,1,5,1
317.5,nan,0,5,1
335.0,nan,0,5,1
342.5,nan,1,5,1
306.0,2.0,1,5,1
304.0,34.71101,0,5,1
337.0,21.10945,1,5,1
337.0,15.221036,0,5,1
306.0,12.50525,0,5,1
342.0,10.595204,0,5,1
335.0,9.150882,0,5,1
304.0,8.064097,1,5,1
335.0,7.305737,0,5,1
335.0,6.7288322,1,5,1
368.0,6.183229,0,5,1
387.0,5.7070446,1,5,1
376.0,5.4841456,1,5,1
337.0,5.234804,1,5,1
304.0,5.119275,0,5,1
310.0,5.119275,1,5,1
337.0,8.128814,1,5,1
376.5,11.453818,0,5,1
382.0,10.923234,1,5,1
387.0,10.4424715,0,5,1
370.0,10.130029,0,5,1
375.5,9.708705,0,5,1
331.5,14.043487,1,5,1
375.5,17.926373,0,5,1
323.0,17.583237,0,5,1
335.0,19.328724,1,5,1
317.5,19.328724,0,5,1
381.5,18.930273,1,5,1
304.0,18.930273,0,5,1
387.5,18.656921,0,5,1
381.0,19.735048,1,5,1
306.0,21.182085,0,5,1
387.0,20.847593,1,5,1
309.0,20.504372,0,5,1
337.0,21.337658,1,5,1
317.5,21.015257,0,5,1
335.0,20.696455,0,5,1
304.0,21.7895,0,5,1
399.0,22.619736,1,5,1
335.0,22.42908,1,5,1
387.0,24.492733,1,5,1
306.0,24.37797,1,5,1
356.0,25.381443,1,5,1
335.0,25.392141,1,5,1
399.0,26.12409,1,5,1
335.0,28.08659,0,5,1
337.0,27.335255,1,5,1
368.0,28.247267,0,5,1
335.0,29.121782,0,5,1
399.0,28.589756,1,5,1
399.0,27.965336,1,5,1
323.0,28.75042,1,5,1
370.0,28.615742,0,5,1
375.5,28.615742,1,5,1
378.0,28.615742,1,5,1
337.0,29.054808,1,5,1
348.0,30.602491,1,5,1
